DMUM_FZ83L1034,557900,9575967
CD_83L1034,557900,9575951
CD_36L1428,558082,9576310
BVIRT_FE36L1428,558092,9576300
PA_E_-3430005,558502,9576751
CD_06E1605,558509,9576787
DMUM_FF98E1264,558301,9576788
BVIRT_FF98E1400,558254,9576604
BVIRT_FI32E3228,558440,9576569
DMUM_FE36L1488,558121,9576340
CD_36L1488,558114,9576347
PA_D_O22E1211,558339,9576076
PA_D_O22E1112,558263,9576138
BVIRT_FF78L0804,558229,9575953
PA_D_L50E0227,558265,9576133
PA_D_O22E1000,558175,9576204
CD_50E0188,558249,9576116
PA_D_J20E0246,558158,9576201
PA_D_J20E0004,558299,9576395
DMUM_FF87E0218,558297,9576399
DMUM_FF87E0247,558327,9576374
CD_87E0416,558464,9576268
DMUM_FF98E1042,558341,9577005
CD_98E1042,558362,9577007
DMUM_FI32E3228,558439,9576569
CD_32E3228,558477,9576562
DMUM_FF78L0804,558229,9575953
CD_78L0804,558223,9575963
INICIO_AGF01I8,558460,9581001
COMT_AGF01I8,558460,9581001
PA_D_AGF01I9,558373,9580987
BVIRT_SG69E3048,558353,9580992
PA_D_G69E3066,558353,9580965
PA_D_F34E0303,558369,9580776
DMUM_SG69E3048,558353,9580992
CD_69E3345,558381,9580675
BVIRT_SG69E3379,558384,9580641
DMUM_SH94E1085,558614,9580238
PA_D_G67E1832,558604,9580362
CD_67E1818,558569,9580360
PA_D_SG67E1614,558408,9580346
DMUM_SG67E1614,558366,9580342
DMUM_SG69E3379,558383,9580641
CD_67E1256,558281,9580335
PA_D_F35E2448,558235,9580330
BVIRT_SG67E1614,558366,9580342
DMUM_SF35E2302,558223,9580466
PA_D_FI10E1543,558696,9580243
